FECHA	DEPARTAMENTO 	MUNICIPIO	DIA 	HORA	BARRIO	ZONA	CLASE SITIO	ARMA EMPLEADA	MOVIL AGRESOR	MOVIL VICTIMA	EDAD	SEXO	ESTADO CIVIL	PAIS NACE	CLASE EMPLEADO	PROFESIONES	ESCOLARIDAD	CODIGO DANE	2010
1/01/2010 0:00	ATLÁNTICO	BARRANQUILLA (CT)	Viernes	9:30	EVARISTO SURDIZ	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	27	MASCULINO	CASADO	COLOMBIA	INDEPENDIENTE	NO REPORTADO	SECUNDARIA	8,001,000	1
1/01/2010 0:00	ATLÁNTICO	MALAMBO	Viernes	5:30	MIRAFLORES	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	23	MASCULINO	SOLTERO	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	8,433,000	1
1/01/2010 0:00	BOLÍVAR	CARTAGENA (CT)	Viernes	6:00	NELSON MANDELA	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	22	MASCULINO	SOLTERO	COLOMBIA	DELINCUENCIA	NO REPORTADO	SECUNDARIA	13,001,000	1
1/01/2010 0:00	BOLÍVAR	CARTAGENA (CT)	Viernes	6:00	NELSON MANDELA	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	49	MASCULINO	CASADO	COLOMBIA	INDEPENDIENTE	NO REPORTADO	SECUNDARIA	13,001,000	1
1/01/2010 0:00	BOLÍVAR	CARTAGENA (CT)	Viernes	20:30	PALESTINA	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	40	MASCULINO	UNION LIBRE	COLOMBIA	INDEPENDIENTE	NO REPORTADO	SECUNDARIA	13,001,000	1
1/01/2010 0:00	BOLÍVAR	MAGANGUÉ	Viernes	7:30	SECTOR COSTA AZUL	URBANA	VIAS PUBLICAS	PUNZANTES	A PIE	A PIE	34	MASCULINO	UNION LIBRE	COLOMBIA	COMERCIANTE	NO REPORTADO	SECUNDARIA	13,430,000	1
1/01/2010 0:00	BOLÍVAR	MARÍA LA BAJA	Viernes	2:00	-	URBANA	VIAS PUBLICAS	CORTANTES	A PIE	A PIE	41	MASCULINO	UNION LIBRE	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	13,442,000	1
1/01/2010 0:00	BOLÍVAR	MOMPÓS	Viernes	5:30	-	RURAL	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	21	MASCULINO	SOLTERO	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	13,468,000	1
1/01/2010 0:00	CALDAS	MANIZALES (CT)	Viernes	6:00	BARRIO SIERRA MORENA	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	30	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADA	SECUNDARIA	17,001,000	1
1/01/2010 0:00	CALDAS	SAN JOSÉ	Viernes	17:00	LA LIBERTAD	RURAL	FINCAS Y SIMILARES	ARMA BLANCA	A PIE	A PIE	30	MASCULINO	NO REPORTA	NO REPORTADO	NO REPORTA	NO REPORTADA	NO REPORTADO	17,665,000	1
1/01/2010 0:00	CAQUETÁ	CARTAGENA DEL CHAIRÁ	Viernes	11:40	     BARRIO EL CENTRO	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	18	MASCULINO	SOLTERO	COLOMBIA	INDEPENDIENTE	NO REPORTADO	SECUNDARIA	18,150,000	1
1/01/2010 0:00	CAQUETÁ	CURILLO	Viernes	8:00	BARRIO EL CENTRO	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	26	MASCULINO	UNION LIBRE	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	18,205,000	1
1/01/2010 0:00	CAQUETÁ	FLORENCIA (CT)	Viernes	0:35	LOS ANDES	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	40	MASCULINO	UNION LIBRE	COLOMBIA	AGRICULTOR	NO REPORTADO	SECUNDARIA	18,001,000	1
1/01/2010 0:00	CAUCA	ARGELIA	Viernes	3:30	-	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	39	MASCULINO	CASADO	COLOMBIA	AGRICULTOR	NO REPORTADO	SECUNDARIA	19,050,000	1
1/01/2010 0:00	CAUCA	BALBOA	Viernes	1:00	VEREDA SAN ALFONSO	RURAL	FINCAS Y SIMILARES	ARMA DE FUEGO	A PIE	A PIE	55	MASCULINO	CASADO	COLOMBIA	AGRICULTOR	NO REPORTADO	PRIMARIA	19,075,000	1
1/01/2010 0:00	CAUCA	CAJIBÍO	Viernes	10:40	VDA LA FLORIDA	RURAL	FINCAS Y SIMILARES	ARMA BLANCA	A PIE	A PIE	24	MASCULINO	SOLTERO	COLOMBIA	AGRICULTOR	NO REPORTADO	PRIMARIA	19,130,000	1
1/01/2010 0:00	CAUCA	POPAYÁN (CT)	Viernes	4:40	SAMUEL SILVERIO BUITRAGO	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	26	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	19,001,000	1
1/01/2010 0:00	CAUCA	SANTANDER DE QUILICHAO	Viernes	5:00	-	URBANA	ESTADERO	ARMA DE FUEGO	A PIE	A PIE	20	MASCULINO	SOLTERO	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	19,698,000	1
1/01/2010 0:00	CESAR	PAILITAS	Viernes	0:30	27 DE MARZO	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	21	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	20,517,000	1
1/01/2010 0:00	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Viernes	0:10	SANTA CECILIA I E-11	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	30	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	11,001,000	1
1/01/2010 0:00	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Viernes	1:27	VILLA GLORIA E-19	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	51	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	11,001,000	1
1/01/2010 0:00	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Viernes	2:22	LA FAVORITA E-14	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	41	MASCULINO	SOLTERO	ECUADOR	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	11,001,000	1
1/01/2010 0:00	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Viernes	3:17	QUIRIGUA I E-10	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	16	MASCULINO	SOLTERO	COLOMBIA	ESTUDIANTE	NO REPORTADO	SECUNDARIA	11,001,000	1
1/01/2010 0:00	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Viernes	3:56	SANTA ROSA SUR E-19	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	24	FEMENINO	SOLTERO	COLOMBIA	INDEPENDIENTE	NO REPORTADO	SECUNDARIA	11,001,000	1
1/01/2010 0:00	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Viernes	3:56	SANTA ROSA SUR E-19	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	26	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	11,001,000	1
1/01/2010 0:00	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Viernes	5:29	VILLA NYDIA E-1	URBANA	PARQUES	ARMA BLANCA	A PIE	A PIE	17	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	11,001,000	1
1/01/2010 0:00	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Viernes	5:30	GUACAMAYAS I-II E-4	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	18	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	11,001,000	1
1/01/2010 0:00	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Viernes	5:30	GUACAMAYAS I-II E-4	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	25	MASCULINO	NO REPORTA	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	11,001,000	1
1/01/2010 0:00	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Viernes	8:10	LA VICTORIA E-4	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	45	MASCULINO	CASADO	COLOMBIA	DESEMPLEADO	NO REPORTADO	SECUNDARIA	11,001,000	1
1/01/2010 0:00	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Viernes	10:35	POTOSI E-19	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	30	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	11,001,000	1
1/01/2010 0:00	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Viernes	11:00	EL AMPARO E-8	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	37	MASCULINO	SOLTERO	COLOMBIA	COMERCIANTE	NO REPORTADO	SECUNDARIA	11,001,000	1
1/01/2010 0:00	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Viernes	11:28	DIANA TURBAY E-18	URBANA	DENTRO DE LA VIVIENDA	ARMA DE FUEGO	A PIE	A PIE	34	FEMENINO	UNION LIBRE	COLOMBIA	AMA DE CASA	NO REPORTADO	SECUNDARIA	11,001,000	1
1/01/2010 0:00	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Viernes	13:36	LAS BRISAS E-19	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	27	FEMENINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	PRIMARIA	11,001,000	1
1/01/2010 0:00	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Viernes	17:00	ANTONIA SANTOS E-7	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	40	MASCULINO	CASADO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	11,001,000	1
1/01/2010 0:00	CUNDINAMARCA	BOGOTÁ D.C. (CT)	Viernes	19:40	LA FLORIDA SUR E-19	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	47	MASCULINO	CASADO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	11,001,000	1
1/01/2010 0:00	CUNDINAMARCA	GUADUAS	Viernes	15:30	VER. SAN MIGUEL	RURAL	POTREROS	ARMA BLANCA	VEHICULO	VEHICULO	45	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	25,320,000	1
1/01/2010 0:00	GUAJIRA	RIOHACHA (CT)	Viernes	23:20	ABAJO	URBANA	VIAS PUBLICAS	CORTANTES	A PIE	A PIE	23	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	PRIMARIA	44,001,000	1
1/01/2010 0:00	GUAVIARE	CALAMAR	Viernes	8:30	BARRIO LA PAZ	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	28	MASCULINO	NO REPORTA	COLOMBIA	NO REPORTA	NO REPORTADO	NO REPORTADO	95,015,000	1
1/01/2010 0:00	HUILA	ACEVEDO	Viernes	8:00	VEREDA SIBERIA	RURAL	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	61	MASCULINO	CASADO	COLOMBIA	AGRICULTOR	NO REPORTADO	PRIMARIA	41,006,000	1
1/01/2010 0:00	HUILA	NEIVA (CT)	Viernes	8:30	ALTO EMAYA	URBANA	ESCENARIOS DEPORTIVOS	ARMA DE FUEGO	A PIE	A PIE	26	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	41,001,000	1
1/01/2010 0:00	NARIÑO	LEIVA	Viernes	13:00	CORREGIMIENTO EL PALMAR	RURAL	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	39	MASCULINO	CASADO	NO REPORTADO	AGRICULTOR	NO REPORTADO	PRIMARIA	52,405,000	1
1/01/2010 0:00	NARIÑO	PASTO (CT)	Viernes	5:20	20 DE JULIO	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	30	FEMENINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	52,001,000	1
1/01/2010 0:00	NARIÑO	SAN ANDRES DE TUMACO	Viernes	22:00	LA CIUDADELA	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	25	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	52,835,000	1
1/01/2010 0:00	NARIÑO	TAMINANGO	Viernes	5:30	VDA LA CONCORDIA	RURAL	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	38	MASCULINO	SOLTERO	NO REPORTADO	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	52,786,000	1
1/01/2010 0:00	QUINDÍO	ARMENIA (CT)	Viernes	6:30	QUINTAS DE LA MARINA	URBANA	FRENTE A RESIDENCIAS - VIA PUBLICA	ARMA BLANCA	A PIE	A PIE	17	MASCULINO	SOLTERO	COLOMBIA	ESTUDIANTE	NO REPORTADO	SECUNDARIA	63,001,000	1
1/01/2010 0:00	RISARALDA	DOSQUEBRADAS	Viernes	16:50	CAMILO TORRES 3	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	32	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	PRIMARIA	66,170,000	1
1/01/2010 0:00	RISARALDA	LA VIRGINIA	Viernes	5:30	PORTO BELO	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	25	MASCULINO	UNION LIBRE	COLOMBIA	DESEMPLEADO	NO REPORTADO	NO REPORTADO	66,400,000	1
1/01/2010 0:00	RISARALDA	LA VIRGINIA	Viernes	5:30	PORTO BELO	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	26	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	SECUNDARIA	66,400,000	1
1/01/2010 0:00	RISARALDA	PEREIRA (CT)	Viernes	6:30	VDA. TRES PUERTAS	RURAL	FINCAS Y SIMILARES	ARMA DE FUEGO	A PIE	A PIE	20	MASCULINO	SOLTERO	COLOMBIA	AGRICULTOR	NO REPORTADO	SECUNDARIA	66,001,000	1
1/01/2010 0:00	SANTANDER	BUCARAMANGA (CT)	Viernes	6:00	DON BOSCO	URBANA	FRENTE A RESIDENCIAS - VIA PUBLICA	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	41	MASCULINO	UNION LIBRE	COLOMBIA	COMERCIANTE	NO REPORTADO	SECUNDARIA	68,001,000	1
1/01/2010 0:00	SANTANDER	OCAMONTE	Viernes	17:10	VRDA  MORARIO	RURAL	FINCAS Y SIMILARES	ARMA BLANCA	A PIE	A PIE	56	MASCULINO	UNION LIBRE	COLOMBIA	AGRICULTOR	NO REPORTADO	PRIMARIA	68,498,000	1
1/01/2010 0:00	SUCRE	TOLÚ VIEJO	Viernes	10:00	-	RURAL	FINCAS Y SIMILARES	ARMA DE FUEGO	A PIE	A PIE	17	FEMENINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	70,823,000	1
1/01/2010 0:00	TOLIMA	FLANDES	Viernes	17:30	LA CAPILLA	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	23	MASCULINO	UNION LIBRE	COLOMBIA	DESEMPLEADO	NO REPORTADO	PRIMARIA	73,275,000	1
1/01/2010 0:00	TOLIMA	FLANDES	Viernes	21:05	APROVITEF	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	20	MASCULINO	UNION LIBRE	COLOMBIA	DESEMPLEADO	NO REPORTADO	PRIMARIA	73,275,000	1
1/01/2010 0:00	TOLIMA	IBAGUÉ (CT)	Viernes	2:13	URIBE URIBE	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	17	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	PRIMARIA	73,001,000	1
1/01/2010 0:00	TOLIMA	IBAGUÉ (CT)	Viernes	5:14	LAS FERIAS	URBANA	FRENTE A RESIDENCIAS - VIA PUBLICA	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	27	MASCULINO	UNION LIBRE	COLOMBIA	COMERCIANTE	NO REPORTADO	PRIMARIA	73,001,000	1
1/01/2010 0:00	TOLIMA	IBAGUÉ (CT)	Viernes	9:40	-	RURAL	FINCAS Y SIMILARES	ARMA BLANCA	A PIE	A PIE	37	MASCULINO	CASADO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	73,001,000	1
1/01/2010 0:00	TOLIMA	IBAGUÉ (CT)	Viernes	16:10	PROTECHO (URB.) SALADO	URBANA	DENTRO DE LA VIVIENDA	ARMA BLANCA	A PIE	A PIE	35	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	73,001,000	1
1/01/2010 0:00	VALLE	CALI (CT)	Viernes	0:10	GRANADA E2	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	32	MASCULINO	SOLTERO	INGLATERRA	EMPLEADO PARTICULAR	NO REPORTADO	SUPERIOR	76,001,000	1
1/01/2010 0:00	VALLE	CALI (CT)	Viernes	1:50	MANUELA BELTRAN E14	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	CONDUCTOR TAXI	34	MASCULINO	CASADO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	76,001,000	1
1/01/2010 0:00	VALLE	CALI (CT)	Viernes	2:50	PRIMITIVO CRESPO E8	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	44	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	NO REPORTADO	76,001,000	1
1/01/2010 0:00	VALLE	CALI (CT)	Viernes	3:45	LA PRADERA E21	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	15	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	NO REPORTADO	76,001,000	1
1/01/2010 0:00	VALLE	CALI (CT)	Viernes	6:06	SAN VICENTE E2	URBANA	CENTRO COMERCIAL	ARMA DE FUEGO	A PIE	CONDUCTOR MOTOCICLETA	35	MASCULINO	UNION LIBRE	COLOMBIA	DELINCUENCIA	NO REPORTADO	SECUNDARIA	76,001,000	1
1/01/2010 0:00	VALLE	CALI (CT)	Viernes	6:15	MARROQUIN I E14	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	30	MASCULINO	SOLTERO	COLOMBIA	INDEPENDIENTE	NO REPORTADO	PRIMARIA	76,001,000	1
1/01/2010 0:00	VALLE	CALI (CT)	Viernes	8:30	MANZANARES E4	URBANA	DENTRO DE LA VIVIENDA	ARMA BLANCA	A PIE	A PIE	33	FEMENINO	SOLTERO	COLOMBIA	COMERCIANTE	NO REPORTADO	SECUNDARIA	76,001,000	1
1/01/2010 0:00	VALLE	CALI (CT)	Viernes	9:25	REPUBLICA ISRAEL E16	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	A PIE	A PIE	39	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	76,001,000	1
1/01/2010 0:00	VALLE	CALI (CT)	Viernes	13:50	SAN LUIS E6	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	27	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	PRIMARIA	76,001,000	1
1/01/2010 0:00	VALLE	CALI (CT)	Viernes	15:50	PUERTO NUEVO E7	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	43	MASCULINO	UNION LIBRE	COLOMBIA	DESEMPLEADO	NO REPORTADO	PRIMARIA	76,001,000	1
1/01/2010 0:00	VALLE	CALI (CT)	Viernes	19:25	CHAMPAGNAT E19	URBANA	DENTRO DE LA VIVIENDA	ARMA DE FUEGO	A PIE	A PIE	80	MASCULINO	VIUDO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	76,001,000	1
1/01/2010 0:00	VALLE	CARTAGO	Viernes	7:40	ROBER TULIO LORA	URBANA	HOSPITALES	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	24	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	PRIMARIA	76,147,000	1
1/01/2010 0:00	VALLE	EL CERRITO	Viernes	16:05	S/TA BARBARA	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	38	MASCULINO	UNION LIBRE	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	76,248,000	1
1/01/2010 0:00	VALLE	FLORIDA	Viernes	5:30	LOS CRISTALES	URBANA	VIAS PUBLICAS	ARMA BLANCA	A PIE	A PIE	45	MASCULINO	SOLTERO	COLOMBIA	AGRICULTOR	NO REPORTADO	PRIMARIA	76,275,000	1
1/01/2010 0:00	VALLE	GUADALAJARA DE BUGA	Viernes	5:50	DIVINO NIÑO	URBANA	FRENTE A RESIDENCIAS - VIA PUBLICA	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	28	MASCULINO	CASADO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	PRIMARIA	76,111,000	1
1/01/2010 0:00	VALLE	PALMIRA	Viernes	3:30	LAS DELICIAS	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	23	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SECUNDARIA	76,520,000	1
1/01/2010 0:00	VALLE	SEVILLA	Viernes	4:53	GRANADA	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	40	MASCULINO	SOLTERO	COLOMBIA	COMERCIANTE	NO REPORTADO	PRIMARIA	76,736,000	1
1/01/2010 0:00	VALLE	TULUÁ	Viernes	21:50	Cgto La Marina	RURAL	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	25	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PARTICULAR	NO REPORTADO	SUPERIOR	76,834,000	1
1/01/2010 0:00	VALLE	TULUÁ	Viernes	23:55	El Centro	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	CONDUCTOR MOTOCICLETA	A PIE	15	MASCULINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADA	PRIMARIA	76,834,000	1
2/01/2010 0:00	ANTIOQUIA	BELLO	Sábado	4:13	PACHELLY	URBANA	FRENTE A RESIDENCIAS - VIA PUBLICA	ARMA BLANCA	A PIE	A PIE	41	MASCULINO	SOLTERO	COLOMBIA	EMPLEADO PUBLICO	TECNOLOGO EN SANEAMIENTO DE SALUD	TECNICO	5,088,000	1
2/01/2010 0:00	ANTIOQUIA	CALDAS	Sábado	23:50	FELIPE ECHAVARRIA I Y II	URBANA	VIAS PUBLICAS	ARMA DE FUEGO	VEHICULO	A PIE	32	FEMENINO	SOLTERO	COLOMBIA	DESEMPLEADO	NO REPORTADO	SECUNDARIA	5,129,000	1
