Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,Cantidad
01/01/2016 12:00:00 AM,BOLÍVAR,ARJONA,Viernes,12/31/1899 04:00:00 AM,BARRIO LAS PARCELAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"13,052,000",1
01/01/2016 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),Viernes,12/31/1899 08:30:00 PM,LA QUINTA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"13,001,000",1
01/01/2016 12:00:00 AM,BOLÍVAR,SAN PABLO,Viernes,12/31/1899 11:30:00 PM,LA SIERRA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"13,670,000",1
01/01/2016 12:00:00 AM,BOLÍVAR,TURBACO,Viernes,12/31/1899 09:15:00 PM,EL BAJO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"13,836,000",1
01/01/2016 12:00:00 AM,BOYACÁ,SUSACÓN,Viernes,12/31/1899 06:40:00 PM,VDA.EL SALITRE,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,55,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,ABOGADO,SUPERIOR,"15,774,000",1
01/01/2016 12:00:00 AM,BOYACÁ,TUNJA (CT),Viernes,12/31/1899 12:35:00 AM,BARRIO EL DORADO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"15,001,000",1
01/01/2016 12:00:00 AM,CALDAS,CHINCHINÁ,Viernes,12/31/1899 09:46:00 AM,CENTRO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"17,174,000",1
01/01/2016 12:00:00 AM,CALDAS,PENSILVANIA,Viernes,12/31/1899 10:00:00 PM,VDA EL HIGUERON,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,"17,541,000",1
01/01/2016 12:00:00 AM,CASANARE,MANÍ,Viernes,12/31/1899 05:00:00 AM,SAN ANTONIO,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"85,139,000",1
01/01/2016 12:00:00 AM,CAUCA,PUERTO TEJADA,Viernes,12/31/1899 06:10:00 AM,CARLOS ALBERTO GUZMAN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,13,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,"19,573,000",1
01/01/2016 12:00:00 AM,CAUCA,ROSAS,Viernes,12/31/1899 04:30:00 AM,VDA LOMAGRANDE,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,50,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,"19,622,000",1
01/01/2016 12:00:00 AM,CESAR,CURUMANÍ,Viernes,12/31/1899 05:55:00 AM,SIMON BOLIVAR,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"20,228,000",1
01/01/2016 12:00:00 AM,CHOCÓ,ACANDÍ,Viernes,12/31/1899 12:10:00 PM,14 DE ABRIL,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"27,006,000",1
01/01/2016 12:00:00 AM,CHOCÓ,ISTMINA,Viernes,12/31/1899 06:20:00 PM,LAS MERCEDES,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"27,361,000",1
01/01/2016 12:00:00 AM,CHOCÓ,ISTMINA,Viernes,12/31/1899 05:20:00 AM,SAN AGUSTIN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"27,361,000",1
01/01/2016 12:00:00 AM,CHOCÓ,QUIBDÓ (CT),Viernes,12/31/1899 06:30:00 AM,CARAÑO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"27,001,000",1
01/01/2016 12:00:00 AM,CHOCÓ,QUIBDÓ (CT),Viernes,12/31/1899 04:00:00 AM,SAMPER,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"27,001,000",1
01/01/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,12/31/1899 02:00:00 PM,LOS LACHES E-3,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,15,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,"11,001,000",1
01/01/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,12/31/1899 04:30:00 AM,HOLANDA E-7,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,SECUNDARIA,"11,001,000",1
01/01/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,12/31/1899 12:45:00 PM,LA CABAÑA E-10,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"11,001,000",1
01/01/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,12/31/1899 04:10:00 AM,LAS ACACIAS E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"11,001,000",1
01/01/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,12/31/1899 08:01:00 PM,VILLA HERMOSA E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"11,001,000",1
01/01/2016 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,12/31/1899 10:53:00 AM,MARANDU E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"11,001,000",1
01/01/2016 12:00:00 AM,CUNDINAMARCA,SOACHA,Viernes,12/31/1899 10:00:00 PM,SANTILLANA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"25,754,000",1
01/01/2016 12:00:00 AM,GUAJIRA,RIOHACHA (CT),Viernes,12/31/1899 01:20:00 AM,LAS TUNAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"44,001,000",1
01/01/2016 12:00:00 AM,HUILA,ISNOS,Viernes,12/31/1899 06:00:00 AM,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"41,359,000",1
01/01/2016 12:00:00 AM,HUILA,LA PLATA,Viernes,12/31/1899 08:15:00 AM,LIBERTADORES I ETAPA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"41,396,000",1
01/01/2016 12:00:00 AM,HUILA,PALERMO,Viernes,12/31/1899 06:30:00 AM,ALTICO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"41,524,000",1
01/01/2016 12:00:00 AM,HUILA,PALESTINA,Viernes,12/31/1899 05:30:00 PM,VEREDA EL ROBLE,RURAL,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,52,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"41,530,000",1
01/01/2016 12:00:00 AM,HUILA,PITALITO,Viernes,12/31/1899 01:20:00 AM,VEREDA EL TIGRE,RURAL,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"41,551,000",1
01/01/2016 12:00:00 AM,MAGDALENA,SANTA MARTA (CT),Viernes,12/31/1899 05:02:00 AM,MARIA EUGENIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"47,001,000",1
01/01/2016 12:00:00 AM,META,VILLAVICENCIO (CT),Viernes,12/31/1899 09:34:00 AM,COMUNEROS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,43,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"50,001,000",1
01/01/2016 12:00:00 AM,NARIÑO,MOSQUERA,Viernes,12/31/1899 12:35:00 PM,VEREDA EL BAJITO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"52,473,000",1
01/01/2016 12:00:00 AM,NARIÑO,OLAYA HERRERA,Viernes,12/31/1899 12:30:00 PM,LA ISLA,URBANA,CEMENTERIO,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"52,490,000",1
01/01/2016 12:00:00 AM,NARIÑO,PASTO (CT),Viernes,12/31/1899 04:00:00 AM,EL ROSARIO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"52,001,000",1
01/01/2016 12:00:00 AM,NARIÑO,PASTO (CT),Viernes,12/31/1899 06:35:00 AM,CORAZON DE JESUS,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,BICICLETA,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"52,001,000",1
01/01/2016 12:00:00 AM,NARIÑO,POLICARPA,Viernes,12/31/1899 04:00:00 AM,VDA CAMPO ALEGRE,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,"52,540,000",1
01/01/2016 12:00:00 AM,NARIÑO,POLICARPA,Viernes,12/31/1899 04:00:00 AM,VDA CAMPO ALEGRE,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,46,MASCULINO,CASADO,COLOMBIA,AGRICULTOR,-,PRIMARIA,"52,540,000",1
01/01/2016 12:00:00 AM,NARIÑO,SAMANIEGO,Viernes,12/31/1899 11:17:00 AM,VILLA ROSITA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"52,678,000",1
01/01/2016 12:00:00 AM,NARIÑO,SAN ANDRES DE TUMACO,Viernes,12/31/1899 06:30:00 PM,VDA VAQUERIO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"52,835,000",1
01/01/2016 12:00:00 AM,NORTE DE SANTANDER,CHITAGÁ,Viernes,12/31/1899 08:40:00 AM,CORREGIMIENTO LLANO GRANDE,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,"54,174,000",1
01/01/2016 12:00:00 AM,NORTE DE SANTANDER,CÚCUTA (CT),Viernes,12/31/1899 01:20:00 AM,BARRIO PANAMERICANO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO TAXI,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"54,001,000",1
01/01/2016 12:00:00 AM,NORTE DE SANTANDER,CÚCUTA (CT),Viernes,12/31/1899 04:40:00 AM,BARRIO PARAMO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,"54,001,000",1
01/01/2016 12:00:00 AM,PUTUMAYO,PUERTO LEGUÍZAMO,Viernes,12/31/1899 05:45:00 AM,MAGDALENA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,44,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"86,573,000",1
01/01/2016 12:00:00 AM,QUINDÍO,ARMENIA (CT),Viernes,12/31/1899 09:40:00 PM,GUAYAQUIL,URBANA,TRAMO DE VIA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,54,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"63,001,000",1
01/01/2016 12:00:00 AM,QUINDÍO,ARMENIA (CT),Viernes,12/31/1899 05:08:00 AM,PORTAL DEL EDEN,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,BICICLETA,36,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"63,001,000",1
01/01/2016 12:00:00 AM,RISARALDA,PEREIRA (CT),Viernes,12/31/1899 07:50:00 AM,VILLA ELENA,URBANA,LOTE BALDIO,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"66,001,000",1
01/01/2016 12:00:00 AM,RISARALDA,QUINCHÍA,Viernes,12/31/1899 06:00:00 AM,B.Centro,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"66,594,000",1
01/01/2016 12:00:00 AM,TOLIMA,GUAMO,Viernes,12/31/1899 08:45:00 AM,PABLO VI,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,50,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"73,319,000",1
01/01/2016 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Viernes,12/31/1899 03:30:00 AM,LA FRANCIA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"73,001,000",1
01/01/2016 12:00:00 AM,TOLIMA,LÍBANO,Viernes,12/31/1899 05:30:00 AM,VRDA. EL PORVENIR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,"73,411,000",1
01/01/2016 12:00:00 AM,TOLIMA,ORTEGA,Viernes,12/31/1899 07:00:00 AM,VRDA. LOS NARANJOS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"73,504,000",1
01/01/2016 12:00:00 AM,TOLIMA,SANTA ISABEL,Viernes,12/31/1899 11:00:00 PM,VRDA. COLON,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,46,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,"73,686,000",1
01/01/2016 12:00:00 AM,VALLE,CALI (CT),Viernes,12/31/1899 07:30:00 PM,EL POBLADO II E13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"76,001,000",1
01/01/2016 12:00:00 AM,VALLE,CALI (CT),Viernes,12/31/1899 04:00:00 PM,LOS COMUNEROS I E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,43,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"76,001,000",1
01/01/2016 12:00:00 AM,VALLE,CALI (CT),Viernes,12/31/1899 06:00:00 AM,JOSE M. MARROQUIN II E14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,"76,001,000",1
01/01/2016 12:00:00 AM,VALLE,CALI (CT),Viernes,12/31/1899 05:00:00 AM,LLERAS CAMARGO E20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"76,001,000",1
01/01/2016 12:00:00 AM,VALLE,CALI (CT),Viernes,12/31/1899 08:50:00 PM,SILOE E20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"76,001,000",1
01/01/2016 12:00:00 AM,VALLE,CALI (CT),Viernes,12/31/1899 07:00:00 AM,PUERTAS DEL SOL E14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,"76,001,000",1
01/01/2016 12:00:00 AM,VALLE,CALI (CT),Viernes,12/31/1899 12:30:00 PM,MOJICA E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"76,001,000",1
01/01/2016 12:00:00 AM,VALLE,CALI (CT),Viernes,12/31/1899 05:30:00 AM,ANTONIO NARIÑO E16,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,52,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"76,001,000",1
01/01/2016 12:00:00 AM,VALLE,CALI (CT),Viernes,12/31/1899 05:40:00 AM,ANTONIO NARIÑO E16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"76,001,000",1
01/01/2016 12:00:00 AM,VALLE,CALI (CT),Viernes,12/31/1899 06:45:00 AM,LAUREANO GOMEZ E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"76,001,000",1
01/01/2016 12:00:00 AM,VALLE,CALI (CT),Viernes,12/31/1899 02:55:00 AM,ALIRIO MORA BELTRAN E14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,"76,001,000",1
01/01/2016 12:00:00 AM,VALLE,CALI (CT),Viernes,12/31/1899 09:38:00 AM,LAS ORQUIDEAS E14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"76,001,000",1
01/01/2016 12:00:00 AM,VALLE,EL CERRITO,Viernes,12/31/1899 06:41:00 AM,CHAPINER,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,PRIMARIA,"76,248,000",1
01/01/2016 12:00:00 AM,VALLE,FLORIDA,Viernes,12/31/1899 01:54:00 AM,NUEVO HORIZONTE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"76,275,000",1
01/01/2016 12:00:00 AM,VALLE,JAMUNDÍ,Viernes,12/31/1899 05:00:00 AM,LA ESPERANZA E24,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"76,364,000",1
01/01/2016 12:00:00 AM,VALLE,PALMIRA,Viernes,12/31/1899 06:00:00 AM,URIBE URIBE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,"76,520,000",1
01/01/2016 12:00:00 AM,VALLE,YUMBO,Viernes,12/31/1899 07:25:00 AM,JUAN PABLO II E25,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"76,892,000",1
01/02/2016 12:00:00 AM,ANTIOQUIA,APARTADÓ,Sábado,12/31/1899 10:00:00 PM,CONCEJO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"5,045,000",1
01/02/2016 12:00:00 AM,ANTIOQUIA,BRICEÑO,Sábado,12/31/1899 07:30:00 PM,LAS AURAS,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,"5,107,000",1
01/02/2016 12:00:00 AM,ANTIOQUIA,BRICEÑO,Sábado,12/31/1899 07:30:00 PM,LAS AURAS,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,ANALFABETA,"5,107,000",1
